Department,CourseNum,Section,ISBN,Title
MAT,122,0503,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0700,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0990,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,126,0003,9780321730794,"A LA CARTE - CALCULUS EARLY TRANS SINGLE VARIABLE W/BINDER"
MAT,127,0001,9780321736031,""
MAT,127,0002,9780321736031,""
MAT,127,0003,9780321736031,""
MAT,127,0400,9780716772675,"CALCULUS:EARLY TRANSCENDENTALS"
MAT,127,0990,9780716772675,"CALCULUS:EARLY TRANSCENDENTALS"
MAT,215,0500,9780324783513,"ESSEN.OF MOD.BUS.STAT.W/MS EXCEL"
MAT,215,0501,9780324783513,"ESSEN.OF MOD.BUS.STAT.W/MS EXCEL"
MAT,228,0001,9780716772675,"CALCULUS:EARLY TRANSCENDENTALS"
MAT,228,0002,9780716772675,"CALCULUS:EARLY TRANSCENDENTALS"
MAT,228,0003,9780716772675,"CALCULUS:EARLY TRANSCENDENTALS"
MAT,232,0400,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0500,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0501,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0502,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0503,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0504,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0665,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,232,0990,9780321577207,"A LA CARTE - ELEMENTARY STATS. W/BLACK BINDER"
MAT,258,0001,9780840001733,"INTRO TO DIFFER. EQUATIONS & LIN.  ALGEBRA"
MAT,258,0500,9780840001733,"INTRO TO DIFFER. EQUATIONS & LIN.  ALGEBRA"
MAT,258,0990,9780840001733,"INTRO TO DIFFER. EQUATIONS & LIN.  ALGEBRA"
MAT,259,0001,9780132397308,"ELEM.DIFF.EQUATIONS"
MAT,261,0001,9780321390530,"MATHEMATICAL PROOFS"
MAT,262,0001,9780321287137,"LINEAR ALGEBRA+ITS APPL.,UPDT.-W/CD"
MAT,332,0001,9780470631478,"ENGINEERING STATISTICS"
MAT,332,0500,9780470631478,"ENGINEERING STATISTICS"
MAT,400,0001,9781566987455,"ACTEX STUDY MANUAL SOA EXAM P CAS EXAM 1 2010"
MAT,425,0001,9780763714970,"WAY OF ANALYSIS - REVISED"
MAT,434,0001,9780495385066,"MATH.STATISTICS W/APPL - STUDENT SOLUTIONS MANUAL"
MAT,435,0001,9780495385066,"MATH.STATISTICS W/APPL - STUDENT SOLUTIONS MANUAL"
MAT,436,0001,9781584887010,"APPLIED NONPARAMETRIC STATISTICAL METH."
MAT,445,0001,9780321161932,"HISTORY OF MATHEMATICS:BRIEF"
MAT,465,0001,9780486469317,"ELEMENTARY NUMBER THEORY"
MAT,487,0001,9780321268983,"NUMERICAL ANALYSIS (W/CD)"
MAT,500,0001,9780073108742,"APPLIED LINEAR STAT.MODELS-W/CD"
MAT,524,0001,9780131437470,"REAL ANALYSIS"
MAT,532,0001,9780534243128,"STATISTICAL INFERENCE"
MAT,533,0001,9780123756862,"INTRO TO PROBABILITY MODELS"
MAT,563,0001,9780817632489,"BASIC ALGEBRA"
MAT,578,0001,9780131848696,"INTRO.TO APPLIED TOPOLOGY"
MEE,150,0001,9780136077909,"ENGR MECH: STATICS"
MEE,150,0002,9780136077909,"ENGR MECH: STATICS"
MEE,230,0001,9780470041925,"FUND.OF THERMODYNAMICS"
MEE,231,0001,9780470041925,"FUND.OF THERMODYNAMICS"
MEE,251,0001,9780470044384,"MECHANICS OF MATERIALS"
MEE,270,0001,9780136077916,"ENGR MECH: DYNAMICS"
MEE,270,0002,9780136077916,"ENGR MECH: DYNAMICS"
MEE,320,0001,9780470419977,"MATERIALS SCIENCE & ENGINEERING"
MEE,341,0001,9780073660554,"EXPERIMENTAL METHODS FOR ENGINEERS"
MEE,341,0002,9780073660554,"EXPERIMENTAL METHODS FOR ENGINEERS"
MEE,381,0001,9780136123705,"MACHINE DESIGN W/CD"
MEE,456,0001,9780534552985,"FIRST CRSE.IN FINITE ELEM.METHODS"
MEE,462,0001,9780077422417,"FLUID MECHANICS-W/DVD"
MEE,471,0001,9780132128193,"MECHANICAL VIBRATIONS"
MEE,573,0001,9780132128193,"MECHANICAL VIBRATIONS"
MEE,638,0001,9780072990737,"CONVECTIVE HEAT+MASS TRANSFER"
MEE,646,0001,9780471356059,"CONCEPTS+APPL.OF FINITE ELEM.ANAL."
MES,201,0400,9780143035343,"LOBSTER COAST"
MES,201,0868,9780143035343,"LOBSTER COAST"
MES,301,0990,9780395924969,"EDGE OF SEA (NEW INTRO HUBBELL)"
MET,107,0001,9780135015087,"MACHINE TOOL PRACTICES"
MET,121,0001,9780932702890,"DESIGN GRAPHICS 1 W/COMPUTER GRAPHICS"
MET,126,0001,9780831128005,"MACHINERY'S HANDBOOK 28,TOOLBOX ED.-TXT"
MET,126,0002,9780831128005,"MACHINERY'S HANDBOOK 28,TOOLBOX ED.-TXT"
MET,150,0001,9780072464788,"MECHANICS F/ENGRS.:STATICS"
MET,213,0001,9781886552210,"SURFCAM VELOCITY VER 3.0 TEXTBOOK"
MET,213,0002,9781886552210,"SURFCAM VELOCITY VER 3.0 TEXTBOOK"
MET,234,0001,9780073660554,"EXPERIMENTAL METHODS FOR ENGINEERS"
MET,236,0001,9780131106727,"THERMODYNAMICS+HEAT POWER-W/CD"
MET,321,0001,9780070719361,"MACHINERY VIBRATION:MEASUREMENT+ANAL."
MET,325,0001,9780470259771,"ENGINEERING FLUID MECHANICS"
MET,355,0001,9780495244462,"ESSENTIALS OF MATERIALS SCIENCE & ENGINEERING"
MET,391,0001,9781933742694,"PRIN OF HEATING VENTILATING & AIR CONDITIONING"
MET,463,0001,9780130489890,"DESIGN OF MACHINE ELEMENTS-W/CD"
MET,465,0001,9780131409194,"ENGINEERING BY DESIGN"
MET,475,0860,9780470258439,"FUEL CELL FUNDAMENTALS"
MET,484,0860,9780073401294,"BASICS OF ENGINEERING ECONOMY"
MLC,175,0400,9781594481925,"COLOR OF WATER (10TH ANNIV ED)"
MLC,175,0990,9781594481925,"COLOR OF WATER (10TH ANNIV ED)"
MLC,190,0806,9780136127376,"GOLOSA BOOK 2"
MLC,190,0807,9780136127376,"GOLOSA BOOK 2"
MLC,190,0811,9781589011045,"AL-KITAAB FII TA ALLUM AL-ARABIYYA (W/3 DVDS) (PT 1)"
MLC,190,0817,9781589010963,"AL-KITAAB FII TA ALLUM AL-ARABIYYA (W/3 DVDS) (PT 2)"
MLC,190,0822,9780137127443,"PERCORSI W/STUDENT ACTIVITY MAN."
MLC,190,0823,9781428290150,"DA CAPO (WKBK-LAB)"
MLC,190,0826,9781589010963,"AL-KITAAB FII TA ALLUM AL-ARABIYYA (W/3 DVDS) (PT 2)"
MLC,190,0834,9781428290150,"DA CAPO (WKBK-LAB)"
MLC,190,0837,9784789011624,"INTEGRATED COURSE IN ELEM JAPANESE CD"
MLC,190,0838,9784789010023,"INTEGRATED COURSE IN ELEM JAPANESE: GENKI (V2:WKBK)"
MLC,190,0839,9784789010023,"INTEGRATED COURSE IN ELEM JAPANESE: GENKI (V2:WKBK)"
MLC,190,0840,9784789010023,"INTEGRATED COURSE IN ELEM JAPANESE: GENKI (V2:WKBK)"
MLC,190,0848,9781589010963,"AL-KITAAB FII TA ALLUM AL-ARABIYYA (W/3 DVDS) (PT 2)"
MLC,190,0849,9781428290150,"DA CAPO (WKBK-LAB)"
MLC,190,0854,9780824821845,"INTEGRATED KOREAN WKBK: BEGINNING 2"
MLC,293,0870,9780307473523,"HISTORY OF EGYPT:  FROM EARLIEST TIMES TO PRESENT"
MLC,598,0001,9780761988892,"ASSESSING ENGLISH LANGUAGE LEARNERS"
MUE,217,0001,9781935510314,"TEACHING BRASS:GD FOR STUDENTS 1 YEAR CODE"
MUE,222,0001,9780840007476,"COMPLETE PERCUSSIONIST   079-3477-00"
MUE,321,0001,9780739047941,"ALFRED'S BASIC GUITAR METHOD,BK.1-W/CD"
MUH,202,0001,9780393931259,"HISTORY OF WESTERN MUSIC"
MUH,550,0003,9780195384833,"MUSIC IN THE NINETEENTH CENTURY"
MUH,650,0001,9780195384833,"MUSIC IN THE NINETEENTH CENTURY"
MUL,101,0990,9780558219024,"UNDERSTANDING MUSIC W/3CDS SET & WIECK 09/10 CD"
MUL,120,0665,9780132362535,"EXCURSIONS IN WORLD MUSIC (W/3 CDS)"
MUL,150,0001,9780558445966,"ROCKIN OUT W/ROCK&ROLL; COMP CD&STUD; HIST OF ROCK ACC CARD"
MUL,150,0990,9780558445966,"ROCKIN OUT W/ROCK&ROLL; COMP CD&STUD; HIST OF ROCK ACC CARD"
MUO,101,0001,9781453400159,"CANTANTA NO. 4  (HL50324540)  SATB      G SHIRMER"
MUO,109,0001,9780840004994,"MUO 109 PKG (10 PCS) PACKET 1"
MUO,155,0001,9780769292304,"APPROACHING THE STAND.: V.3-C BOOK-W/CD(SBM00009CD)"
MUO,165,0001,9780840008695,"MUO 165 PKG ( 6 PCS)"
MUO,520,0001,9780769292304,"APPROACHING THE STAND.: V.3-C BOOK-W/CD(SBM00009CD)"
MUP,206,0001,9780495572183,"PIANO F/DEVELOPING MUSICIAN: PDM 6 (UPD)"
MUP,206,0002,9780495572183,"PIANO F/DEVELOPING MUSICIAN: PDM 6 (UPD)"
MUP,216,0001,9780495572183,"PIANO F/DEVELOPING MUSICIAN: PDM 6 (UPD)"
MUP,216,0002,9780495572183,"PIANO F/DEVELOPING MUSICIAN: PDM 6 (UPD)"
MUP,341,0001,9780137757350,"CONDUCTING CHORAL MUSIC"
MUP,345,0001,9781576234532,"CONDUCTING:HANDS ON APPROACH"
MUS,122,0001,9780020136804,"CASSELL'S FRENCH & ENGLISH DICTIONARY"
MUS,650,0001,9780840035042,"CHORAL CHARISMA    (SBMP 572)"
MUY,101,0001,9780393974027,"MUSIC KIT:WKBK.+RHYTHM/SCOREBK-W/AUD.CD"
MUY,101,0400,9780977927685,"ON MUSIC FUNDAMENTALS-STREAMING - W/ACCESS CODE"
MUY,101,0990,9780977927685,"ON MUSIC FUNDAMENTALS-STREAMING - W/ACCESS CODE"
MUY,112,0001,9780793596317,"ESSENTIAL ELEM.F/JAZZ ENSEMBLE-W/CD"
MUY,114,0001,9780534628024,"MUSIC FOR SIGHT SINGING"
MUY,114,0002,9780534628024,"MUSIC FOR SIGHT SINGING"
MUY,212,0001,9780077254957,"MUSIC IN THEORY & PRACTICE VOL II (W/CD)"
MUY,311,0001,9780769293011,"APPROACHING THE STAND.:V.2-BASS...-W/CD (SBM00008CD)"
MUY,452,0001,9780486255354,"FIREBIRD IN FULL SCORE"
NAS,101,0001,9780205510870,"INTRO TO NATIVE NORTH AMERICA"
NAS,101,0665,9780205633944,"NATIVE AMERICAN VOICES"
NAS,101,0990,9780205633944,"NATIVE AMERICAN VOICES"
NAS,102,0981,9780892728046,"INDIANS IN EDEN:WABANAKIS AND RUSTICATORS ON MAINE'S MT. DES"
NAS,102,0985,9780892728046,"INDIANS IN EDEN:WABANAKIS AND RUSTICATORS ON MAINE'S MT. DES"
NAS,201,0001,9780312453732,"FIRST PEOPLES"
NAS,401,0002,9781856496247,"DECOLONIZING METHODOLOGIES"
NMD,206,0001,9780500238226,"AT THE EDGE OF ART"
NMD,251,0700,9780133032314,"ELECTRIC SOUND:PAST+PROM.OF ELEC.MUSIC"
NMD,295,0002,9780810992443,"PHOTOGRAPHY REBORN"
NMD,295,0665,9780060976255,"UNDERSTANDING COMICS"
NMD,295,0666,9780060976255,"UNDERSTANDING COMICS"
NMD,303,0001,9781592003532,"CHARACTER DEVELOPMENT & STORYTELLING FOR GAMES"
NUR,200,0001,9780781774086,"APPLYING NURSING PROCESS"
NUR,300,0001,9780716779391,"I>CLICKER CLASSROOM RESPONSE SYSTEM"
NUR,300,0665,9781416032434,"PHYSICAL EXAM.+HEALTH ASSESSMENT-W/CD"
NUR,301,0001,9780781785907,"BRUNNER+.TXBK.OF MED...V.1+V.2-W/DVD"
NUR,303,0001,9780323049900,"UNDERSTANDING PATHOPHYSIOLOGY-W/CD"
NUR,303,0990,9780323049900,"UNDERSTANDING PATHOPHYSIOLOGY-W/CD"
NUR,310,0001,9781856423168,"CRITIQUING NURSING RESEARCH"
NUR,320,0001,9780136120797,"CONTEMP MATERNAL NEWBRN, CONTEMP WKBK, CLINI HNBK & MYNURLAB"
NUR,330,0001,9780323053549,"CLINICAL COMPANION FOR WONG'S ESSEN OF PEDIATRIC NURSING"
NUR,331,0001,9780323053549,"CLINICAL COMPANION FOR WONG'S ESSEN OF PEDIATRIC NURSING"
NUR,331,0002,9780323053549,"CLINICAL COMPANION FOR WONG'S ESSEN OF PEDIATRIC NURSING"
NUR,331,0003,9780323053549,"CLINICAL COMPANION FOR WONG'S ESSEN OF PEDIATRIC NURSING"
NUR,404,0869,9780781789820,"FOCUS ON NURSING PHARMACOLOGY"
NUR,411,0990,9780812215823,"CAREGIVING"
NUR,415,0990,9780313377853,"CULTURAL CONTEXT OF HEALTH, ILLNESS & MEDICINE"
NUR,444,0001,9781435453562,"ESSENTIALS OF NURSING LEADERSHIP+MGMT."
NUR,450,0001,9781416000884,"FOUND.OF PSYCH.MENTAL HLTH.NURS.-W/CD"
NUR,452,0001,9780781765848,"COMMUNITY HEALTH NURSING"
NUR,506,0001,9780803619586,"ADVANCED PRACTICE NURSING"
NUR,508,0990,9780071604055,"BASIC & CLINICAL PHARMACOLOGY"
NUR,514,0001,9780763757144,"MANAGEMENT+LEADERSHIP F/NURSE ADMIN."
NUR,520,0001,9780323053037,"HARRIET LANE HANDBOOK"
NUR,520,0002,9780323053037,"HARRIET LANE HANDBOOK"
NUR,694,0001,9780763738518,"ESSEN READINGS IN HEALTH LAW & POLICY"
ONM,12,0001,9780321589200,""
ONR,13,0001,9780060425500,"COURSE OF IDEAS"
ONS,12,0001,9780321496355,"BASIC CHEMISTRY (SG)"
PAA,100,0001,9781608716609,"LOGIC OF AMERICAN POLITICS W/2010 MIDTERM ELECTIONS"
PAA,220,0700,9780495501893,"AMERICAN PUBLIC POLICY"
PAA,315,0001,9781429224260,"BASIC PRACTICE OF STAT.-W/CD (CLOTH)"
PAA,327,0001,9781604266078,"ENVIRONMENTAL POLITICS & POLICY"
PAA,390,0001,9780312477097,"BUSINESS WRITER'S HANDBOOK"
PAA,400,0001,9780884483021,"IN THE SHADOW OF THE EAGLE:A TRIBAL REPRESENTATIVE IN MAINE"
PAA,405,0001,9780314144362,"ADMIN.LAW+PROCESS IN A NUTSHELL"
PAA,540,0001,9780495007401,"FISCAL ADMINISTRATION"
PAA,605,0001,9781555878702,"GOVERNING MIDDLE-SIZED CITIES"
PAA,627,0001,9780534561888,"ENVIRONMENTAL ETHICS+POLICY BOOK"
PAA,630,0001,9780787902773,"ABILENE PARADOX+OTHER MEDIT.ON MGMT."
PAA,683,0001,9780321431370,"RESEARCH METHODS FOR PUBLIC ADMINISTRATION"
PAX,201,0500,9781878424310,"FOUR AGREEMENTS"
PAX,201,0501,9781573228831,"ETHICS FOR THE NEW MILLENNIUM"
PAX,201,0665,9781878424310,"FOUR AGREEMENTS"
PAX,201,0990,9780609801963,"ALTARS IN THE STREET"
PAX,207,0665,9781878424310,"FOUR AGREEMENTS"
PAX,250,0990,9780441005666,"FOREVER PEACE"
PAX,350,0990,9780767903691,"HEART OF BUDDHAS TEACHING"
PAX,351,0990,9780415943604,"THIS SACRED EARTH:RELIGION,NATURE,ENVIR"
PAX,360,0860,9780874777512,"EIGHT ESSENTIAL STEPS TO CONFLICT RES."
PAX,398,0861,9781903998168,"ECOVILLAGE LIVING"
PAX,398,0869,9780865713550,"ECOLOGY OF HOPE"
PAX,398,0990,9781605092775,"COMMUNITY"
PAX,410,0990,9780791439845,"COMMUNITY,VIOLENCE+PEACE"
PAX,491,0990,9781576755846,"ANATOMY OF PEACE"
PAX,495,0860,9781586489168,"FRUGAL SUPERPOWER"
PAX,495,0870,9781603580892,"FUTURE SCENARIOS:HOW COMMUNITIES CAN ADAPT TO PEAK OIL AND C"
PAX,510,0990,9780791439845,"COMMUNITY,VIOLENCE+PEACE"
PAX,591,0990,9781576755846,"ANATOMY OF PEACE"
PAX,598,0862,9781903998168,"ECOVILLAGE LIVING"
PAX,598,0869,9780865713550,"ECOLOGY OF HOPE"
PAX,598,860,9780874777512,"EIGHT ESSENTIAL STEPS TO CONFLICT RES."
PHI,100,0001,9780374532505,"JUSTICE:WHAT'S THE RIGHT THING TO DO"
PHI,102,0001,9780073535708,"FIFTY READINGS IN PHILOSOPHY"
PHI,102,0860,9780872204027,"DIALOGUES CONCERNING NATURAL RELIGION"
PHI,102,0861,9780872204027,"DIALOGUES CONCERNING NATURAL RELIGION"
PHI,104,0860,9780374528379,"BROTHERS KARAMAZOV"
PHI,200,0001,9780195177541,"WALKING THE TIGHTROPE OF REASON"
PHI,214,0001,9780671867805,"BEING+NOTHINGNESS (LARGE FORMAT)"
PHI,230,0001,9780195335965,"ETHICS"
PHI,287,0001,9780802130310,"WHAT THE BUDDHA TAUGHT"
PHI,346,0001,9780195632088,"ESSENTIAL WRITINGS OF MAHATMA GANDHI"
PHI,431,0001,9780307473738,"DUINO ELEGIES & THE SONNETS TO ORPHEUS (TRANS MITCHELL) (P)"
PHI,432,0001,9780521687133,"ECONOMY OF THE EARTH"
PHI,475,0001,9780192802828,"MEDICAL ETHICS:VERY SHORT INTRO"
PHY,102,0001,9780471144410,"PHYSICS BY INQUIRY,V.2"
PHY,108,0001,9780321595492,"COLLEGE PHYSICS"
PHY,112,0001,9780321595492,"COLLEGE PHYSICS"
PHY,121,0860,9780321516589,"PHYSICS FOR SCIENTISTS & ENGR (COMBINED)"
PHY,122,0001,9780716779391,"I>CLICKER CLASSROOM RESPONSE SYSTEM"
PHY,230,0001,9780133032987,"EXPERIMENTATION"
PHY,230,0002,9780133032987,"EXPERIMENTATION"
PHY,238,0001,9781891389221,"CLASSICAL MECHANICS"
PHY,442,0001,9780471847489,"ART OF EXPERIMENTAL PHYSICS"
PHY,442,0002,9780471847489,"ART OF EXPERIMENTAL PHYSICS"
PHY,455,0001,9780138053260,"INTRO.TO ELECTRODYNAMICS"
PHY,463,0001,9780521658386,"THERMAL PHYSICS"
PHY,472,0001,9780131499331,"INTRO.TO OPTICS"
PHY,502,0001,9780195146653,"MODERN PROBLEMS IN CLASSICAL ELECTRODYNAMICS"
PHY,503,0001,9780486453293,"LINEAR OPERATORS FOR QUANTUM MECHANICS"
POS,100,0002,9780495912934,"CHALLENGE OF DEMOCRACY"
POS,120,0400,9780618837137,"ATLAS OF INTERNATIONAL POLITICS"
POS,120,0990,9780618837137,"ATLAS OF INTERNATIONAL POLITICS"
POS,201,0001,9780739102770,"MASTERS+SLAVES"
POS,203,0990,9780803287853,"MAINE POLITICS+GOVERNMENT"
POS,241,0990,9780205585960,"COMP.POLITICS TODAY:WORLD VIEW"
POS,273,0990,9780205573172,"INTERNATIONAL RELATIONS"
POS,282,0001,9780618770908,"INTRO TO LAW & LEGAL SYSTEM"
POS,301,0001,9780226042756,"PLATO'S SYMPOSIUM"
POS,335,0001,9780205723898,"EUROPEAN POLITICS TODAY"
POS,337,0001,9780195399776,"CAUCASUS"
POS,344,0001,9781551117126,"CANADA & THE UNITED STATES"
POS,355,0990,9780813524849,"ACTING IN CONCERT"
POS,359,0860,9781586489168,"FRUGAL SUPERPOWER"
POS,368,860,9780393924923,"GOVERNING CHINA"
POS,484,0001,9780314261748,"CRIMINAL PROCEDURE & THE CONSTITUTION 2010"
POS,499,0001,9780226019574,"AFTER SUFFRAGE"
POS,499,0002,9780195399776,"CAUCASUS"
POS,596,0860,9781586489168,"FRUGAL SUPERPOWER"
PPA,264,0001,9780969462859,"HANDBOOK F/PULP+PAPER TECHNOLOGISTS"
PRT,355,0001,9780915611355,"INFLUENCING HUMAN BEHAVIOR"
PRT,470,0001,9781888440225,"COMMUNITY TOURISM DEVELOPMENT"
PRT,491,0001,9781597265096,"BEYOND NATURALNESS (ED COLE, YUNG)"
PSE,101,0001,9780935817454,"SUSTAINABLE VEGETABLE PROD.FROM START.."
PSE,121,0001,9781589016361,"BOUNDARIES:CASEBOOK IN ENVIRONMENTAL..."
PSE,140,0001,9780135014332,"ELEMENTS OF NATURE+PROPERTIES OF SOILS"
PSE,141,0001,9780840002785,"PSE 141 NOTES"
PSE,141,0002,9780840002785,"PSE 141 NOTES"
PSE,141,0003,9780840002785,"PSE 141 NOTES"
PSE,141,0004,9780840002785,"PSE 141 NOTES"
PSE,222,0001,9781588748683,"MANUAL OF WOODY LANDSCAPE PLANTS"
PSE,227,0001,9780881334784,"BASIC ELEMENTS OF LANDSCAPE ARCHITECTURAL DESIGN"
PSE,410,0001,9780135014493,"HARTMANN+KESTER'S PLANT PROPAG.-W/CD"
PSE,415,0001,9780130462503,"FLORICULTURE"
PSE,469,0001,9780130941176,"PRIN & APPL OF SOIL MICROBIOLOGY"
PSY,100,0500,9780716779391,"I>CLICKER CLASSROOM RESPONSE SYSTEM"
PSY,100,0501,9780716779391,"I>CLICKER CLASSROOM RESPONSE SYSTEM"
PSY,100,0665,9780205788002,"MYPSYCHLAB W/E-BOOK UNDERSTANDING PSYCHOLOGY"
PSY,208,0001,9780495099086,"THEORIES OF PERSONALITY"
PSY,212,0001,9780132216128,"ABNORMAL PSYCHOLOGY"
PSY,212,0002,9780547171029,"UNDERSTANDING ABNORMAL BEHAV.-STD.GDE."
PSY,223,0001,9780618721559,"DEVELOPMENT: INFANCY THROUGH ADOLESCENCE"
PSY,223,0002,9780073382685,"CHILD PSYCHOLOGY"
PSY,224,0001,9780073532035,"ADOLESCENCE"
PSY,230,0001,9780138144784,"SOCIAL PSYCHOLOGY"
PSY,241,0001,9780471192770,"ELEM.OF STATISTICAL REASONING-TEXT"
PSY,241,0002,9780495383949,"ESSEN OF STATISTICS FOR BEHAV SCI"
PSY,245,0001,9780073370224,"METHODS IN BEHAVIORAL RESEARCH"
PSY,245,0669,9780470522783,"RESEARCH IN PSYCHOLOGY"
PSY,245,0869,9780470522783,"RESEARCH IN PSYCHOLOGY"
PSY,251,0001,9780205610815,"MOTIVATION"
PSY,252,0981,9781577663614,"LEARNING+MEMORY"
PSY,252,0985,9781577663614,"LEARNING+MEMORY"
PSY,266,0001,9780805860122,"ADAPTIVE ORIGINS:  EVOLUTION & HUMAN DEVELOPMENT"
PSY,350,0001,9780393925425,"COGNITION:EXPLORING SCIENCE OF MIND"
PSY,361,0001,9780534558109,"SENSATION+PERCEPTION"
PSY,365,0001,9780716776918,"INTRO TO BRAIN & BEHAVIOR (W/CD)"
PSY,401,0860,9780716764502,"HEALTH PSYCHOLOGY"
PSY,412,0001,9780205277742,"INTRODUCTION TO CLINICAL PSYCHOLOGY"
PSY,423,0669,9780073378763,"PROCESS OF PARENTING"
PSY,423,0869,9780073378763,"PROCESS OF PARENTING"
PSY,465,0001,9780262523219,"BEHAVIORAL ENDOCRINOLOGY"
PSY,470,0001,9780534554019,"INTRO.TO HISTORY OF PSYCHOLOGY"
PSY,490,0001,9780195181760,"MINDS ON TRIAL"
PSY,491,0001,9780470096239,"FORENSIC PSYCHOLOGY+LAW"
PSY,491,0002,9781433805608,"CONCISE RULES OF APA STYLE"
PSY,491,0003,9780078127571,"TAKING SIDES:...CHILDHOOD+SOCIETY"
PSY,491,0669,9781884585760,"PREPARING LITERATURE REVIEWS"
PSY,491,0869,9781884585760,"PREPARING LITERATURE REVIEWS"
PSY,541,0001,9780135159415,"DESIGN & ANALYSIS"
PSY,567,0001,9781841695402,"COGNITIVE PSYCHOLOGY"
PSY,626,0001,9780471416135,"COMPREHENSIVE HDBK.OF PSYCHOL...VOL.3"
PSY,661,0001,9780393969948,"PIONEERS OF PSYCHOLOGY"
SAR,542,0860,9781891792946,"ADOLESCENTS AT SCHOOL"
SED,402,0001,9780135001707,"INCLUSIVE CLASSROOM"
SED,402,0002,9780135001707,"INCLUSIVE CLASSROOM"
SED,402,0003,9780135001707,"INCLUSIVE CLASSROOM"
SED,402,0860,9780135001707,"INCLUSIVE CLASSROOM"
SED,500,0001,9780135001707,"INCLUSIVE CLASSROOM"
SED,545,0001,9781609180416,"EXPLICIT INSTRUCTIONS"
SED,551,0001,9780205608560,"STRAT.F/TCHG.STUD.W/LRNG.+BEHAV.PROBS."
SED,554,0665,9781593853990,"ABCS OF CBM"
SED,556,0869,9781598570373,"ALTERNATE ASSESSMENTS BASED ON ALTERNATE ACHIEV STANDARDS"
SED,572,0990,9781557667106,"EDUCATING CHILD.W/MULTIPLE DISABILITIES"
SEI,501,0990,9780135016466,"EARLY CHILDHOOD DEVELOPMENT"
SEI,508,0001,9780130986627,"ASSESSING INFANTS+PRESCHLRS.W/SPEC.NEED"
SEI,511,0001,9781557667991,"BLENDED PRACTICES F/TEACH.YOUNG CHILD."
SEI,514,0001,9781928896210,"ADVOCATES IN ACTION"
SEI,516,0001,9781557667229,"COACHING FAMILIES+COLLEAGUES EARLY..."
SEI,650,0001,9781433805622,"PUBLICATION MANUAL OF APA (SPIRAL)"
SIE,507,0001,9780136083825,"ABSOLUTE JAVA (W/CD)"
SIE,507,0288,9780136083825,"ABSOLUTE JAVA (W/CD)"
SIE,555,0001,9780072465631,"DATABASE MANAGEMENT SYSTEMS"
SIE,555,0288,9780072465631,"DATABASE MANAGEMENT SYSTEMS"
SMS,108,0001,9780878425341,"ATLANTIC COAST BEACHES"
SMS,120,0990,9780763777319,"CRIMINALISTICS: FORENSIC SCIENCE & CRIME"
SMS,201,0001,9780805368444,"BIOLOGY"
SMS,203,0001,9780205667277,"SHORT GUIDE TO WRITING ABOUT BIOLOGY"
SMS,203,0002,9780205667277,"SHORT GUIDE TO WRITING ABOUT BIOLOGY"
SMS,203,0003,9780205667277,"SHORT GUIDE TO WRITING ABOUT BIOLOGY"
SMS,373,0001,9780321559654,"ALGAE"
SMS,425,0001,9780878932023,"PRIMER OF ECOLOGAL GENETICS"
SMT,507,0001,9781416600350,"UNDERSTANDING BY DESIGN-EXPANDED"
SOC,101,0001,9780495504306,"UNDERSTANDING SOCIETY"
SOC,101,0002,9780671640996,"FOREST PEOPLE"
SOC,101,0003,9781936126507,"SOCIOLOGY: UNDERSTANDING & CHANGING THE SOCIAL WORLD"
SOC,101,0004,9780205578702,"ESSENTIALS OF SOCIOLOGY"
SOC,201,0001,9780078026645,"SOCIAL CONSTRUCTION OF DIFF.+INEQUALITY"
SOC,208,0001,9781412970594,"UNDERSTANDING TERRORISM CHALLENGES...."
SOC,310,0001,9780415872911,"STATISTICS IN PLAIN ENGLISH"
SOC,330,0001,9780136061328,"GENDER IN CROSS-CULTURAL PERSPECTIVE"
SOC,482,0001,9780385500920,"MOUNTAIN OF SILENCE"
SOC,499,0001,9780131850514,"CONTEMPORARY SOCIOLOGICAL THEORY"
SPA,101,0700,9781111698645,"PUENTES  W/QUIA CODE & WEB ACCESS TO WB/LAB MANUEL"
SPA,101,0701,9781111698645,"PUENTES  W/QUIA CODE & WEB ACCESS TO WB/LAB MANUEL"
SPA,102,0001,9781111698645,"PUENTES  W/QUIA CODE & WEB ACCESS TO WB/LAB MANUEL"
SPA,102,0002,9781111698645,"PUENTES  W/QUIA CODE & WEB ACCESS TO WB/LAB MANUEL"
SPA,102,0665,9781600079214,"AVENTURAS"
